timestamp,open,high,low,close,volume
1762299356091,57000.0,57065.99,56996.99,57041.07,21.2
1762299416091,57041.07,57080.96,56980.76,57009.66,25.5
1762299476091,57009.66,57018.35,56926.02,56950.15,29.65
1762299536091,56950.15,57012.88,56890.74,56949.38,27.25
1762299596091,56949.38,57019.76,56860.09,56882.08,24.34
1762299656091,56882.08,56894.26,56798.87,56806.8,29.86
1762299716091,56806.8,56815.17,56779.63,56795.35,26.62
1762299776091,56795.35,56892.73,56738.55,56865.43,25.56
1762299836091,56865.43,56942.44,56790.94,56885.98,18.59
1762299896091,56885.98,56919.07,56835.51,56893.09,13.62
1762299956091,56893.09,56916.76,56869.21,56874.64,24.93
1762300016091,56874.64,56926.4,56816.55,56858.74,29.2
1762300076091,56858.74,56886.15,56826.4,56836.69,15.95
1762300136091,56836.69,56846.45,56748.67,56752.8,29.15
1762300196091,56752.8,56779.47,56727.11,56778.02,20.79
1762300256091,56778.02,56818.86,56774.84,56786.9,10.72
1762300316091,56786.9,56851.92,56705.14,56838.14,18.07
1762300376091,56838.14,56902.94,56803.18,56803.48,25.98
1762300436091,56803.48,56824.83,56725.97,56783.06,22.88
1762300496091,56783.06,56853.69,56774.68,56836.4,17.27
1762300556091,56836.4,56868.2,56800.65,56834.42,25.04
1762300616091,56834.42,56846.29,56735.01,56786.22,26.94
1762300676091,56786.22,56841.63,56702.08,56739.01,20.23
1762300736091,56739.01,56826.85,56698.52,56716.97,11.38
1762300796091,56716.97,56747.74,56676.6,56739.54,13.55
1762300856091,56739.54,56742.41,56685.35,56719.68,11.28
1762300916091,56719.68,56764.48,56703.36,56704.3,28.6
1762300976091,56704.3,56707.19,56644.3,56688.09,11.13
1762301036091,56688.09,56700.37,56650.93,56694.83,20.21
1762301096091,56694.83,56731.94,56643.02,56712.7,29.15
1762301156091,56712.7,56801.73,56668.76,56668.84,28.49
1762301216091,56668.84,56754.43,56660.25,56747.37,26.67
1762301276091,56747.37,56845.0,56667.24,56770.4,11.59
1762301336091,56770.4,56806.2,56714.41,56797.75,29.61
1762301396091,56797.75,56833.64,56793.14,56818.37,15.87
1762301456091,56818.37,56820.24,56781.42,56796.05,20.84
